Client_ID;Credit_ID;Agence;Type_Credit;Date_Realisation;Montant_Initial;Duree_Mois;Taux;Assurance;Echeance_Mensuelle
CLI-2905;CRE-2905;Colmar;Habitat;2020-06-18;207689;298;3.29;1;1266.36
CLI-2906;CRE-2906;Strasbourg;Habitat;2021-02-28;447623;224;3.85;1;3434.44
CLI-2907;CRE-2907;Epinal;Habitat;2022-05-12;264690;193;3.23;1;2083.91
CLI-2908;CRE-2908;Colmar;Auto;2021-10-23;34607;64;5.01;1;685.22
CLI-2909;CRE-2909;Mulhouse;Consommation;2021-04-09;20005;50;5.6;1;493.46
CLI-2910;CRE-2910;Strasbourg;Habitat;2022-11-21;404976;216;3.09;1;2917.7
CLI-2911;CRE-2911;Strasbourg;Auto;2019-09-24;36128;68;5.64;0;701.1
CLI-2912;CRE-2912;Mulhouse;Consommation;2020-04-02;9245;25;6.28;1;418.18
CLI-2913;CRE-2913;Colmar;Consommation;2019-06-23;8977;40;7.06;1;277.24
CLI-2914;CRE-2914;Mulhouse;Habitat;2019-07-18;208103;186;3.65;0;1751.81
CLI-2915;CRE-2915;Epinal;Habitat;2020-02-12;417030;215;3.51;1;3159.49
CLI-2916;CRE-2916;Strasbourg;Auto;2020-01-05;34196;40;5.18;1;1002.51
CLI-2917;CRE-2917;Strasbourg;Consommation;2020-05-06;13777;19;6.99;1;805.36
CLI-2918;CRE-2918;Colmar;Auto;2021-01-18;37733;43;5.95;1;1064.6
CLI-2919;CRE-2919;Epinal;Habitat;2021-07-14;159709;189;3.33;1;1288.21
CLI-2920;CRE-2920;Colmar;Auto;2019-09-05;29602;79;5.96;1;521.73
CLI-2921;CRE-2921;Epinal;Consommation;2021-06-25;5693;52;5.97;0;137.8
CLI-2922;CRE-2922;Epinal;Consommation;2022-03-04;19290;58;5.62;0;422.93
CLI-2923;CRE-2923;Strasbourg;Habitat;2022-10-04;219873;191;3.76;0;1840.1
CLI-2924;CRE-2924;Strasbourg;Habitat;2019-05-03;229189;258;3.5;0;1556.8
CLI-2925;CRE-2925;Epinal;Habitat;2022-03-18;166268;223;3.43;1;1220.85
CLI-2926;CRE-2926;Strasbourg;Habitat;2021-03-14;322483;256;3.25;1;2133.09
CLI-2927;CRE-2927;Epinal;Habitat;2019-10-18;390879;290;4.04;0;2663.82
CLI-2928;CRE-2928;Colmar;Consommation;2019-08-09;5344;21;6.47;1;283.29
CLI-2929;CRE-2929;Epinal;Auto;2021-02-28;34432;50;5.9;1;857.93
CLI-2930;CRE-2930;Colmar;Auto;2022-08-06;32143;80;5.24;1;542.15
CLI-2931;CRE-2931;Epinal;Consommation;2020-12-26;14200;53;5.69;0;335.26
CLI-2932;CRE-2932;Strasbourg;Consommation;2019-06-27;9643;52;7.37;1;244.67
CLI-2933;CRE-2933;Strasbourg;Consommation;2020-09-04;24679;34;5.71;1;843.28
CLI-2934;CRE-2934;Epinal;Habitat;2021-11-30;178395;236;3.33;1;1250.96
CLI-2935;CRE-2935;Mulhouse;Habitat;2022-06-02;407819;181;3.17;1;3330.47
CLI-2936;CRE-2936;Colmar;Habitat;2019-05-13;437455;248;3.03;1;2868.51
CLI-2937;CRE-2937;Epinal;Habitat;2021-09-22;331566;296;3.23;1;2012.62
CLI-2938;CRE-2938;Colmar;Auto;2021-04-11;29120;41;5.23;1;837.16
CLI-2939;CRE-2939;Epinal;Habitat;2021-07-19;262659;257;3.45;1;1777.16
CLI-2940;CRE-2940;Epinal;Habitat;2020-06-16;314824;290;3.79;1;2079.92
CLI-2941;CRE-2941;Strasbourg;Consommation;2019-08-07;15678;24;5.49;1;724.98
CLI-2942;CRE-2942;Mulhouse;Auto;2022-02-14;20008;52;4.82;1;465.13
CLI-2943;CRE-2943;Strasbourg;Habitat;2019-07-29;317340;246;3.55;0;2228.8
CLI-2944;CRE-2944;Epinal;Consommation;2022-06-25;20287;54;5.51;1;468.84
CLI-2945;CRE-2945;Epinal;Habitat;2022-05-22;199411;276;3.86;1;1363.94
CLI-2946;CRE-2946;Epinal;Auto;2021-04-19;16347;58;5.04;1;350.5
CLI-2947;CRE-2947;Mulhouse;Habitat;2021-08-18;315373;233;3.6;1;2299.65
CLI-2948;CRE-2948;Colmar;Habitat;2021-09-27;395997;237;3.31;0;2763.17
CLI-2949;CRE-2949;Epinal;Consommation;2019-07-24;10906;55;7.32;1;264.82
CLI-2950;CRE-2950;Strasbourg;Habitat;2022-07-07;446397;211;3.38;1;3372.98
CLI-2951;CRE-2951;Epinal;Habitat;2022-05-22;261688;248;3.56;1;1831.53
CLI-2952;CRE-2952;Mulhouse;Consommation;2019-12-30;12419;59;6.82;0;281.07
CLI-2953;CRE-2953;Mulhouse;Consommation;2022-04-30;9056;55;6.71;1;215.29
CLI-2954;CRE-2954;Colmar;Habitat;2022-01-19;435597;217;3.79;0;3383.12
CLI-2955;CRE-2955;Colmar;Habitat;2021-02-22;179398;185;3.98;1;1564.72
CLI-2956;CRE-2956;Epinal;Habitat;2020-07-25;314132;216;3.74;0;2433.36
CLI-2957;CRE-2957;Strasbourg;Auto;2022-02-17;38599;64;5.85;0;791.28
CLI-2958;CRE-2958;Epinal;Habitat;2020-05-17;407041;203;3.32;1;3131.27
CLI-2959;CRE-2959;Colmar;Auto;2019-05-17;40816;64;5.42;1;822.1
CLI-2960;CRE-2960;Colmar;Habitat;2019-11-10;212558;187;3.73;1;1797.37
CLI-2961;CRE-2961;Mulhouse;Consommation;2020-12-01;20495;39;7.14;1;647.46
CLI-2962;CRE-2962;Epinal;Habitat;2021-09-15;397923;252;3.83;0;2849.1
CLI-2963;CRE-2963;Mulhouse;Habitat;2021-07-02;271602;200;3.66;0;2186.4
CLI-2964;CRE-2964;Mulhouse;Consommation;2021-02-13;10663;49;6.2;1;272.7
CLI-2965;CRE-2965;Colmar;Consommation;2019-08-23;15501;14;6.16;1;1186.79
CLI-2966;CRE-2966;Epinal;Auto;2020-01-20;43276;62;5.23;1;886.61
CLI-2967;CRE-2967;Strasbourg;Habitat;2021-09-10;351687;244;3.65;1;2511.05
CLI-2968;CRE-2968;Strasbourg;Consommation;2019-06-12;14226;45;7.34;1;403.15
CLI-2969;CRE-2969;Epinal;Auto;2022-09-07;40396;82;4.87;1;656.57
CLI-2970;CRE-2970;Colmar;Habitat;2020-12-23;395258;296;3.28;1;2415.7
CLI-2971;CRE-2971;Mulhouse;Auto;2021-11-15;30343;77;5.21;1;525.8
CLI-2972;CRE-2972;Epinal;Habitat;2021-11-04;314604;279;3.44;1;2029.48
CLI-2973;CRE-2973;Epinal;Consommation;2019-04-26;23047;55;5.51;0;524.86
CLI-2974;CRE-2974;Mulhouse;Habitat;2020-04-02;369859;219;4.06;1;2940.21
CLI-2975;CRE-2975;Colmar;Consommation;2019-12-03;9699;45;5.7;1;261.6
CLI-2976;CRE-2976;Epinal;Auto;2021-05-26;35773;37;5.42;1;1128.41
CLI-2977;CRE-2977;Colmar;Consommation;2020-01-04;18155;55;5.62;1;415.12
CLI-2978;CRE-2978;Colmar;Habitat;2022-07-28;430728;214;3.66;1;3326.47
CLI-2979;CRE-2979;Strasbourg;Consommation;2021-01-03;20004;36;6.37;1;661.85
CLI-2980;CRE-2980;Strasbourg;Habitat;2020-03-12;314732;282;3.7;1;2086.49
CLI-2981;CRE-2981;Epinal;Habitat;2021-01-07;243937;294;3.69;1;1579.82
CLI-2982;CRE-2982;Strasbourg;Habitat;2020-11-29;430255;231;3.65;0;3171.27
CLI-2983;CRE-2983;Colmar;Habitat;2022-08-29;414620;297;3.77;1;2698.62
CLI-2984;CRE-2984;Epinal;Consommation;2022-02-12;15709;42;6.87;0;463.96
CLI-2985;CRE-2985;Mulhouse;Consommation;2022-08-26;14505;58;6.4;1;327.45
CLI-2986;CRE-2986;Mulhouse;Auto;2021-12-20;28835;39;5.54;0;872.48
CLI-2987;CRE-2987;Colmar;Consommation;2022-03-31;17414;34;6.36;1;604.47
CLI-2988;CRE-2988;Epinal;Habitat;2022-02-10;270295;241;4.12;0;2049.57
CLI-2989;CRE-2989;Strasbourg;Habitat;2019-10-26;364151;214;3.63;1;2803.2
CLI-2990;CRE-2990;Colmar;Consommation;2020-01-22;17389;45;7.48;1;494.81
CLI-2991;CRE-2991;Mulhouse;Consommation;2022-04-19;13374;58;5.92;1;296.56
CLI-2992;CRE-2992;Strasbourg;Habitat;2021-03-31;373924;285;3.73;0;2474.29
CLI-2993;CRE-2993;Mulhouse;Habitat;2019-08-15;235430;288;3.85;0;1572.8
CLI-2994;CRE-2994;Colmar;Consommation;2021-02-21;24191;21;5.57;1;1264.24
CLI-2995;CRE-2995;Strasbourg;Habitat;2022-11-04;267244;265;4.08;0;1917.1
CLI-2996;CRE-2996;Strasbourg;Habitat;2021-03-28;283854;226;3.52;0;2088.63
CLI-2997;CRE-2997;Mulhouse;Consommation;2020-02-22;9076;22;6.63;1;462.69
CLI-2998;CRE-2998;Colmar;Habitat;2020-01-16;207874;182;4.01;1;1836.81
CLI-2999;CRE-2999;Colmar;Auto;2021-10-02;31557;46;4.98;1;816.98
CLI-3000;CRE-3000;Colmar;Habitat;2020-05-20;247673;183;4.17;1;2214.07
CLI-3001;CRE-3001;Epinal;Consommation;2019-03-15;11630;20;6.28;1;642.36
CLI-3002;CRE-3002;Epinal;Consommation;2019-06-29;8998;43;5.95;1;253.87
CLI-3003;CRE-3003;Mulhouse;Auto;2020-07-31;36414;70;5.63;1;691.04
CLI-3004;CRE-3004;Mulhouse;Auto;2022-11-13;30220;47;5.16;1;772.92
CLI-3005;CRE-3005;Mulhouse;Auto;2019-07-01;38441;77;5.79;0;684.71
CLI-3006;CRE-3006;Mulhouse;Habitat;2020-09-29;254022;213;3.54;1;1941.96
CLI-3007;CRE-3007;Epinal;Habitat;2021-09-15;219274;195;3.88;0;1833.47
CLI-3008;CRE-3008;Mulhouse;Habitat;2019-04-08;296618;221;4.06;1;2345.72
CLI-3009;CRE-3009;Epinal;Habitat;2019-04-11;246506;245;3.28;0;1679.93
CLI-3010;CRE-3010;Strasbourg;Habitat;2021-05-26;243471;230;4.04;1;1878.26
CLI-3011;CRE-3011;Mulhouse;Auto;2022-05-14;30216;42;4.99;1;845.08
CLI-3012;CRE-3012;Epinal;Consommation;2022-05-28;15135;34;5.87;1;519.18
CLI-3013;CRE-3013;Epinal;Consommation;2020-06-12;10066;57;7.0;0;235.31
CLI-3014;CRE-3014;Mulhouse;Consommation;2021-04-02;22592;38;5.53;1;698.64
CLI-3015;CRE-3015;Strasbourg;Habitat;2020-06-26;375632;219;3.12;0;2691.86
CLI-3016;CRE-3016;Strasbourg;Auto;2022-08-05;20407;51;5.21;0;488.74
CLI-3017;CRE-3017;Epinal;Habitat;2022-10-24;330368;235;3.64;1;2407.94
CLI-3018;CRE-3018;Strasbourg;Habitat;2021-09-22;161967;259;3.69;1;1123.4
CLI-3019;CRE-3019;Epinal;Auto;2019-12-23;37274;56;4.83;0;815.63
CLI-3020;CRE-3020;Epinal;Consommation;2019-09-14;14917;15;6.71;1;1077.88
CLI-3021;CRE-3021;Strasbourg;Habitat;2020-10-04;307887;231;3.5;1;2230.85
CLI-3022;CRE-3022;Mulhouse;Habitat;2019-03-05;403158;281;3.96;1;2765.15
CLI-3023;CRE-3023;Epinal;Habitat;2020-03-27;385417;238;3.91;1;2875.22
CLI-3024;CRE-3024;Epinal;Auto;2022-02-26;36231;43;5.33;0;1003.51
CLI-3025;CRE-3025;Mulhouse;Consommation;2020-02-11;16074;52;7.08;1;403.95
CLI-3026;CRE-3026;Colmar;Habitat;2020-09-19;303480;267;3.88;1;2117.88
CLI-3027;CRE-3027;Mulhouse;Auto;2021-11-02;16049;63;4.9;1;320.28
CLI-3028;CRE-3028;Colmar;Habitat;2020-04-14;223785;299;4.23;1;1537.29
CLI-3029;CRE-3029;Strasbourg;Auto;2021-02-28;21511;53;5.91;1;511.81
CLI-3030;CRE-3030;Colmar;Consommation;2020-05-23;10524;13;7.42;0;874.61
CLI-3031;CRE-3031;Epinal;Habitat;2020-07-07;279210;195;3.3;0;2199.67
CLI-3032;CRE-3032;Mulhouse;Habitat;2021-06-17;360893;240;3.66;0;2604.44
CLI-3033;CRE-3033;Epinal;Habitat;2019-03-22;182896;222;3.37;1;1337.49
CLI-3034;CRE-3034;Epinal;Auto;2021-02-19;21915;49;5.11;1;540.57
CLI-3035;CRE-3035;Strasbourg;Auto;2019-11-14;23648;38;5.22;1;725.18
CLI-3036;CRE-3036;Mulhouse;Auto;2020-05-31;37873;49;5.84;1;957.23
CLI-3037;CRE-3037;Mulhouse;Consommation;2021-09-18;19461;17;7.16;0;1260.88
CLI-3038;CRE-3038;Epinal;Habitat;2022-11-09;176114;198;3.95;1;1469.17
CLI-3039;CRE-3039;Strasbourg;Habitat;2020-03-13;208007;204;4.26;0;1758.07
CLI-3040;CRE-3040;Colmar;Auto;2022-04-18;27773;59;4.91;0;584.37
CLI-3041;CRE-3041;Colmar;Habitat;2019-02-26;222420;249;3.85;0;1606.85
CLI-3042;CRE-3042;Strasbourg;Auto;2020-05-21;26190;74;5.76;1;479.63
CLI-3043;CRE-3043;Mulhouse;Habitat;2019-07-08;378249;220;3.68;1;2879.28
CLI-3044;CRE-3044;Strasbourg;Auto;2021-11-01;24776;57;4.86;1;535.01
CLI-3045;CRE-3045;Colmar;Habitat;2020-12-27;213896;290;3.59;0;1377.48
CLI-3046;CRE-3046;Epinal;Auto;2020-12-26;17327;50;4.82;0;416.14
CLI-3047;CRE-3047;Strasbourg;Habitat;2019-10-11;175748;281;4.07;1;1221.52
CLI-3048;CRE-3048;Mulhouse;Habitat;2020-02-13;362807;292;3.24;1;2222.07
CLI-3049;CRE-3049;Epinal;Habitat;2022-01-31;156179;240;4.22;0;1199.98
CLI-3050;CRE-3050;Epinal;Habitat;2019-04-16;443171;270;3.49;1;2930.26
CLI-3051;CRE-3051;Mulhouse;Habitat;2021-06-17;174614;237;3.86;1;1298.44
CLI-3052;CRE-3052;Mulhouse;Auto;2022-06-23;25381;83;5.35;1;418.95
CLI-3053;CRE-3053;Mulhouse;Auto;2022-09-09;31510;51;5.01;0;749.4
CLI-3054;CRE-3054;Mulhouse;Consommation;2019-01-30;16439;26;5.71;1;710.49
CLI-3055;CRE-3055;Strasbourg;Habitat;2019-07-12;339320;226;3.81;1;2578.76
CLI-3056;CRE-3056;Epinal;Auto;2019-06-25;43576;79;5.83;0;763.3
CLI-3057;CRE-3057;Strasbourg;Habitat;2021-03-19;409549;237;3.38;1;2881.62
CLI-3058;CRE-3058;Mulhouse;Habitat;2021-03-20;436495;188;3.61;1;3634.9
CLI-3059;CRE-3059;Colmar;Auto;2022-03-13;37553;44;5.93;1;1039.05
CLI-3060;CRE-3060;Strasbourg;Habitat;2022-10-31;318887;258;4.06;1;2314.9
CLI-3061;CRE-3061;Epinal;Auto;2021-03-24;26639;75;5.59;1;479.28
CLI-3062;CRE-3062;Mulhouse;Auto;2022-04-15;33978;66;4.88;0;653.0
CLI-3063;CRE-3063;Colmar;Habitat;2020-01-05;209894;189;3.87;0;1787.46
CLI-3064;CRE-3064;Colmar;Consommation;2021-11-25;24580;34;7.29;1;872.26
CLI-3065;CRE-3065;Epinal;Auto;2020-12-14;39695;71;5.65;0;745.98
CLI-3066;CRE-3066;Epinal;Consommation;2020-09-10;17484;57;5.84;1;391.83
CLI-3067;CRE-3067;Strasbourg;Auto;2019-08-04;30227;64;5.73;0;616.63
CLI-3068;CRE-3068;Colmar;Habitat;2020-12-26;157513;293;4.21;1;1090.2
CLI-3069;CRE-3069;Epinal;Consommation;2019-02-04;24774;54;5.7;0;576.45
CLI-3070;CRE-3070;Strasbourg;Habitat;2020-11-27;248199;220;3.75;1;1903.8
CLI-3071;CRE-3071;Epinal;Habitat;2022-05-21;424067;273;3.77;0;2885.64
CLI-3072;CRE-3072;Epinal;Consommation;2021-08-28;13878;57;6.98;0;324.2
CLI-3073;CRE-3073;Epinal;Habitat;2022-01-23;218396;230;3.75;1;1632.04
CLI-3074;CRE-3074;Colmar;Auto;2020-02-25;32155;49;5.83;1;812.44
CLI-3075;CRE-3075;Epinal;Consommation;2021-03-14;12603;17;7.27;0;817.71
CLI-3076;CRE-3076;Strasbourg;Habitat;2021-03-16;357913;214;3.69;1;2773.07
CLI-3077;CRE-3077;Strasbourg;Habitat;2022-05-22;297314;295;3.86;1;1964.2
CLI-3078;CRE-3078;Mulhouse;Habitat;2020-11-16;154824;256;4.23;0;1150.54
CLI-3079;CRE-3079;Epinal;Habitat;2021-07-12;197132;248;3.79;0;1417.5
CLI-3080;CRE-3080;Mulhouse;Habitat;2021-03-13;198536;235;4.12;1;1526.47
CLI-3081;CRE-3081;Epinal;Consommation;2020-12-09;19150;45;5.6;0;514.92
CLI-3082;CRE-3082;Epinal;Auto;2021-04-06;40338;72;5.31;1;738.75
CLI-3083;CRE-3083;Epinal;Habitat;2021-01-22;214514;283;4.14;0;1498.07
CLI-3084;CRE-3084;Colmar;Habitat;2020-10-05;403703;239;3.58;0;2893.51
CLI-3085;CRE-3085;Strasbourg;Consommation;2020-09-06;22708;56;5.71;1;513.55
CLI-3086;CRE-3086;Mulhouse;Habitat;2021-03-08;151198;180;4.16;1;1364.14
CLI-3087;CRE-3087;Mulhouse;Habitat;2020-12-06;378032;276;3.57;1;2494.33
CLI-3088;CRE-3088;Mulhouse;Consommation;2019-03-12;17266;45;7.01;1;484.55
CLI-3089;CRE-3089;Strasbourg;Consommation;2020-10-09;20071;48;6.98;1;534.89
CLI-3090;CRE-3090;Epinal;Auto;2022-02-19;29925;50;5.78;1;742.64
CLI-3091;CRE-3091;Mulhouse;Habitat;2020-09-11;251187;225;3.54;1;1857.39
CLI-3092;CRE-3092;Mulhouse;Habitat;2022-08-26;351515;192;3.78;1;2938.08
CLI-3093;CRE-3093;Epinal;Habitat;2021-12-19;285735;269;3.85;1;1978.95
CLI-3094;CRE-3094;Epinal;Consommation;2022-04-09;15215;32;6.49;1;557.76
CLI-3095;CRE-3095;Strasbourg;Consommation;2019-07-31;22972;16;6.08;1;1552.14
CLI-3096;CRE-3096;Strasbourg;Habitat;2021-10-01;391102;261;3.91;0;2772.82
CLI-3097;CRE-3097;Strasbourg;Auto;2020-08-19;34715;73;5.38;0;631.19
CLI-3098;CRE-3098;Epinal;Habitat;2020-10-28;265808;238;3.25;0;1836.74
CLI-3099;CRE-3099;Epinal;Auto;2020-11-10;19418;73;5.41;1;353.54
CLI-3100;CRE-3100;Mulhouse;Consommation;2021-12-20;22282;12;7.2;0;1990.53
CLI-3101;CRE-3101;Strasbourg;Consommation;2020-03-06;12427;24;6.96;0;589.87
CLI-3102;CRE-3102;Colmar;Auto;2022-01-18;42963;56;5.86;0;977.0
CLI-3103;CRE-3103;Mulhouse;Auto;2022-10-02;42749;65;5.4;1;850.05
CLI-3104;CRE-3104;Strasbourg;Habitat;2022-02-24;368826;197;3.49;0;2944.88
CLI-3105;CRE-3105;Mulhouse;Habitat;2022-09-01;433512;265;3.03;1;2730.51
CLI-3106;CRE-3106;Epinal;Consommation;2021-08-20;11327;50;5.97;1;282.89
CLI-3107;CRE-3107;Colmar;Consommation;2019-12-14;7108;29;5.62;0;278.39
CLI-3108;CRE-3108;Colmar;Habitat;2021-05-06;337992;206;3.74;1;2694.15
CLI-3109;CRE-3109;Epinal;Auto;2022-03-25;20840;51;5.41;1;502.58
CLI-3110;CRE-3110;Epinal;Auto;2022-07-08;21920;49;5.72;0;551.83
CLI-3111;CRE-3111;Epinal;Habitat;2021-02-01;384008;236;3.35;1;2699.17
CLI-3112;CRE-3112;Strasbourg;Habitat;2020-09-15;449584;219;3.52;1;3371.67
CLI-3113;CRE-3113;Strasbourg;Habitat;2021-07-24;153752;292;3.88;1;1023.68
CLI-3114;CRE-3114;Colmar;Auto;2020-01-22;39641;76;4.79;1;679.83
CLI-3115;CRE-3115;Epinal;Habitat;2020-05-26;154950;285;3.59;1;1007.24
CLI-3116;CRE-3116;Epinal;Consommation;2022-06-14;15680;19;7.2;1;919.34
CLI-3117;CRE-3117;Strasbourg;Habitat;2022-08-20;435704;223;3.45;1;3206.48
CLI-3118;CRE-3118;Colmar;Auto;2020-02-16;41246;64;5.53;1;834.54
CLI-3119;CRE-3119;Epinal;Consommation;2020-08-16;15649;27;6.31;1;661.88
CLI-3120;CRE-3120;Strasbourg;Habitat;2021-06-22;221053;269;3.54;0;1473.86
CLI-3121;CRE-3121;Colmar;Habitat;2021-12-19;263130;265;3.74;1;1813.03
CLI-3122;CRE-3122;Epinal;Consommation;2022-10-24;15652;53;6.59;0;381.28
CLI-3123;CRE-3123;Colmar;Habitat;2020-05-27;187747;292;4.28;1;1312.6
CLI-3124;CRE-3124;Epinal;Habitat;2022-07-27;151256;231;4.25;1;1190.49
CLI-3125;CRE-3125;Strasbourg;Habitat;2020-01-08;191008;272;3.77;0;1302.32
CLI-3126;CRE-3126;Colmar;Habitat;2022-11-13;326299;276;3.2;1;2052.37
CLI-3127;CRE-3127;Mulhouse;Consommation;2019-12-06;9959;42;6.95;1;294.8
CLI-3128;CRE-3128;Colmar;Habitat;2019-10-15;248376;267;3.88;1;1733.33
CLI-3129;CRE-3129;Strasbourg;Habitat;2021-01-30;432561;257;3.67;0;3006.03
CLI-3130;CRE-3130;Epinal;Auto;2019-06-11;18243;38;4.88;0;554.27
CLI-3131;CRE-3131;Colmar;Consommation;2022-11-02;23727;27;5.89;1;995.24
CLI-3132;CRE-3132;Epinal;Habitat;2020-12-24;212729;196;3.63;1;1728.86
CLI-3133;CRE-3133;Colmar;Auto;2019-11-19;40944;49;5.13;1;1010.63
CLI-3134;CRE-3134;Colmar;Habitat;2019-02-18;211960;198;3.66;1;1716.98
CLI-3135;CRE-3135;Colmar;Habitat;2022-01-03;342453;206;4.06;0;2821.03
CLI-3136;CRE-3136;Colmar;Habitat;2021-05-29;329453;252;3.8;0;2350.62
CLI-3137;CRE-3137;Mulhouse;Habitat;2022-06-09;278543;273;4.14;1;1981.28
CLI-3138;CRE-3138;Mulhouse;Habitat;2019-04-09;391679;182;3.43;1;3271.63
CLI-3139;CRE-3139;Epinal;Auto;2020-06-27;25509;81;5.81;1;438.43
CLI-3140;CRE-3140;Strasbourg;Consommation;2021-05-24;17574;12;6.06;0;1553.25
CLI-3141;CRE-3141;Mulhouse;Habitat;2022-02-26;401775;223;3.28;1;2899.87
CLI-3142;CRE-3142;Colmar;Habitat;2021-05-31;217834;256;3.64;1;1511.68
CLI-3143;CRE-3143;Mulhouse;Habitat;2020-02-14;305767;204;3.91;1;2495.15
CLI-3144;CRE-3144;Epinal;Consommation;2021-07-30;14960;36;6.45;0;495.97
CLI-3145;CRE-3145;Strasbourg;Habitat;2019-05-03;343031;187;3.79;1;2917.8
CLI-3146;CRE-3146;Strasbourg;Habitat;2020-10-13;316910;268;3.8;0;2186.05
CLI-3147;CRE-3147;Colmar;Habitat;2020-05-14;173148;271;3.53;1;1148.27
CLI-3148;CRE-3148;Mulhouse;Auto;2021-08-04;29790;49;5.43;1;742.76
CLI-3149;CRE-3149;Colmar;Auto;2022-08-03;24756;53;4.96;1;569.42
CLI-3150;CRE-3150;Mulhouse;Habitat;2021-03-14;261186;293;3.67;0;1690.21
CLI-3151;CRE-3151;Mulhouse;Habitat;2022-02-12;319368;200;3.24;0;2459.13
CLI-3152;CRE-3152;Colmar;Habitat;2022-06-03;213414;264;4.17;1;1550.0
CLI-3153;CRE-3153;Strasbourg;Auto;2021-02-16;29258;37;5.48;1;924.37
CLI-3154;CRE-3154;Mulhouse;Habitat;2020-10-27;215583;247;3.61;1;1521.35
CLI-3155;CRE-3155;Colmar;Consommation;2020-12-08;15586;45;6.49;1;430.65
CLI-3156;CRE-3156;Epinal;Consommation;2020-11-29;12575;32;6.35;1;459.51
CLI-3157;CRE-3157;Colmar;Habitat;2020-06-16;237697;286;3.3;1;1484.78
CLI-3158;CRE-3158;Colmar;Habitat;2021-10-16;225208;223;3.72;1;1708.05
CLI-3159;CRE-3159;Colmar;Auto;2019-03-29;32924;46;5.7;0;872.13
CLI-3160;CRE-3160;Strasbourg;Consommation;2020-12-28;11661;47;6.34;1;309.72
CLI-3161;CRE-3161;Epinal;Habitat;2021-04-13;244035;190;4.22;1;2142.58
CLI-3162;CRE-3162;Colmar;Consommation;2022-05-26;13069;16;6.12;0;883.46
CLI-3163;CRE-3163;Mulhouse;Consommation;2022-06-28;10885;20;6.58;0;603.94
CLI-3164;CRE-3164;Mulhouse;Habitat;2019-03-09;195752;188;3.94;1;1683.95
CLI-3165;CRE-3165;Colmar;Consommation;2021-04-14;12185;42;5.69;0;347.9
CLI-3166;CRE-3166;Strasbourg;Consommation;2019-11-12;11199;38;6.86;1;358.73
CLI-3167;CRE-3167;Strasbourg;Consommation;2021-05-24;24587;48;7.25;0;660.78
CLI-3168;CRE-3168;Epinal;Habitat;2021-06-27;337686;198;3.22;0;2611.61
CLI-3169;CRE-3169;Colmar;Habitat;2020-03-21;295608;254;3.51;1;2028.46
CLI-3170;CRE-3170;Strasbourg;Habitat;2021-04-14;378398;296;3.44;1;2363.11
CLI-3171;CRE-3171;Mulhouse;Consommation;2021-07-29;10560;41;5.68;1;307.54
CLI-3172;CRE-3172;Strasbourg;Habitat;2021-08-06;180401;235;3.6;1;1308.87
CLI-3173;CRE-3173;Epinal;Habitat;2020-04-23;348943;235;3.98;1;2642.19
CLI-3174;CRE-3174;Strasbourg;Consommation;2020-04-14;18776;15;5.76;1;1341.86
CLI-3175;CRE-3175;Colmar;Consommation;2021-09-12;5472;41;7.48;1;167.57
CLI-3176;CRE-3176;Colmar;Habitat;2022-07-04;211331;289;4.02;1;1439.21
CLI-3177;CRE-3177;Epinal;Habitat;2022-07-27;394230;221;3.5;0;2933.68
CLI-3178;CRE-3178;Colmar;Habitat;2022-04-21;330459;253;3.27;0;2206.66
CLI-3179;CRE-3179;Strasbourg;Auto;2019-02-16;23363;46;5.44;1;613.8
CLI-3180;CRE-3180;Strasbourg;Habitat;2019-09-12;175738;250;3.97;0;1284.35
CLI-3181;CRE-3181;Epinal;Habitat;2021-03-25;157228;198;4.11;0;1332.59
CLI-3182;CRE-3182;Colmar;Habitat;2022-01-22;414564;209;3.59;1;3223.8
CLI-3183;CRE-3183;Strasbourg;Habitat;2021-10-19;375805;200;3.36;1;2931.28
CLI-3184;CRE-3184;Colmar;Consommation;2020-04-26;23609;25;6.46;1;1071.46
CLI-3185;CRE-3185;Epinal;Habitat;2022-04-23;248176;207;4.02;0;2030.31
CLI-3186;CRE-3186;Strasbourg;Habitat;2021-07-30;435794;293;3.65;1;2812.89
CLI-3187;CRE-3187;Epinal;Habitat;2019-03-28;440070;280;3.58;1;2884.55
CLI-3188;CRE-3188;Epinal;Auto;2020-11-11;18820;53;5.79;1;445.9
CLI-3189;CRE-3189;Strasbourg;Auto;2022-04-08;29265;81;5.94;0;506.16
CLI-3190;CRE-3190;Mulhouse;Habitat;2019-08-12;449029;234;3.46;0;3213.63
CLI-3191;CRE-3191;Mulhouse;Auto;2019-07-27;18517;49;5.8;1;467.4
CLI-3192;CRE-3192;Epinal;Consommation;2020-04-06;15954;56;7.34;1;382.48
CLI-3193;CRE-3193;Strasbourg;Habitat;2020-09-27;413034;268;3.07;1;2597.85
CLI-3194;CRE-3194;Epinal;Habitat;2020-06-27;343326;299;3.27;0;2083.81
CLI-3195;CRE-3195;Epinal;Consommation;2020-10-20;22911;15;6.27;0;1647.11
CLI-3196;CRE-3196;Colmar;Consommation;2021-02-24;21488;56;7.41;1;516.4
CLI-3197;CRE-3197;Epinal;Habitat;2021-03-24;174692;254;4.0;1;1270.07
CLI-3198;CRE-3198;Colmar;Consommation;2020-08-11;5230;13;5.73;1;427.28
