Date_Mois;Client_ID;Capital_Restant_Du;Score_Risque;Statut
2024-03-01;CLI-3141;356732.96;89;Retard
2024-04-01;CLI-3141;354931.28;41;OK
2024-05-01;CLI-3141;353129.6;87;Retard
2024-06-01;CLI-3141;351327.91;67;OK
2024-07-01;CLI-3141;349526.23;59;OK
2024-08-01;CLI-3141;347724.55;33;OK
2024-09-01;CLI-3141;345922.87;89;Retard
2024-10-01;CLI-3141;344121.19;30;OK
2024-11-01;CLI-3141;342319.51;29;OK
2024-12-01;CLI-3141;340517.83;24;OK
2024-01-01;CLI-3142;190604.75;28;OK
2024-02-01;CLI-3142;189753.84;93;Retard
2024-03-01;CLI-3142;188902.92;52;OK
2024-04-01;CLI-3142;188052.01;48;OK
2024-05-01;CLI-3142;187201.09;89;Retard
2024-06-01;CLI-3142;186350.18;62;OK
2024-07-01;CLI-3142;185499.27;8;OK
2024-08-01;CLI-3142;184648.35;95;Retard
2024-09-01;CLI-3142;183797.44;32;OK
2024-10-01;CLI-3142;182946.52;52;OK
2024-11-01;CLI-3142;182095.61;23;OK
2024-12-01;CLI-3142;181244.7;64;OK
2024-01-01;CLI-3143;233821.82;35;OK
2024-02-01;CLI-3143;232322.97;31;OK
2024-03-01;CLI-3143;230824.11;93;Retard
2024-04-01;CLI-3143;229325.25;76;OK
2024-05-01;CLI-3143;227826.39;28;OK
2024-06-01;CLI-3143;226327.53;50;OK
2024-07-01;CLI-3143;224828.68;77;OK
2024-08-01;CLI-3143;223329.82;60;OK
2024-09-01;CLI-3143;221830.96;58;OK
2024-10-01;CLI-3143;220332.1;76;OK
2024-11-01;CLI-3143;218833.25;6;OK
2024-12-01;CLI-3143;217334.39;30;OK
2024-01-01;CLI-3144;2493.33;4;OK
2024-02-01;CLI-3144;2077.78;16;OK
2024-03-01;CLI-3144;1662.22;77;OK
2024-04-01;CLI-3144;1246.67;99;Defaut
2024-05-01;CLI-3144;831.11;23;OK
2024-06-01;CLI-3144;415.56;95;Retard
2024-07-01;CLI-3144;0.0;70;OK
2024-08-01;CLI-3144;0.0;87;Retard
2024-09-01;CLI-3144;0.0;91;Retard
2024-10-01;CLI-3144;0.0;65;OK
2024-11-01;CLI-3144;0.0;51;OK
2024-12-01;CLI-3144;0.0;36;OK
2024-01-01;CLI-3145;238470.75;53;OK
2024-02-01;CLI-3145;236636.36;93;Retard
2024-03-01;CLI-3145;234801.97;10;OK
2024-04-01;CLI-3145;232967.58;25;OK
2024-05-01;CLI-3145;231133.19;83;OK
2024-06-01;CLI-3145;229298.8;43;OK
2024-07-01;CLI-3145;227464.41;59;OK
2024-08-01;CLI-3145;225630.02;30;OK
2024-09-01;CLI-3145;223795.63;29;OK
2024-10-01;CLI-3145;221961.24;42;OK
2024-11-01;CLI-3145;220126.84;77;OK
2024-12-01;CLI-3145;218292.45;46;OK
2024-01-01;CLI-3146;269610.0;1;OK
2024-02-01;CLI-3146;268427.5;20;OK
2024-03-01;CLI-3146;267245.0;2;OK
2024-04-01;CLI-3146;266062.5;11;OK
2024-05-01;CLI-3146;264880.0;43;OK
2024-06-01;CLI-3146;263697.5;74;OK
2024-07-01;CLI-3146;262515.0;50;OK
2024-08-01;CLI-3146;261332.5;47;OK
2024-09-01;CLI-3146;260150.0;88;Retard
2024-10-01;CLI-3146;258967.5;66;OK
2024-11-01;CLI-3146;257785.0;24;OK
2024-12-01;CLI-3146;256602.5;47;OK
2024-01-01;CLI-3147;144396.49;80;OK
2024-02-01;CLI-3147;143757.56;68;OK
2024-03-01;CLI-3147;143118.64;67;OK
2024-04-01;CLI-3147;142479.72;42;OK
2024-05-01;CLI-3147;141840.8;64;OK
2024-06-01;CLI-3147;141201.87;63;OK
2024-07-01;CLI-3147;140562.95;84;OK
2024-08-01;CLI-3147;139924.03;33;OK
2024-09-01;CLI-3147;139285.11;13;OK
2024-10-01;CLI-3147;138646.18;38;OK
2024-11-01;CLI-3147;138007.26;75;OK
2024-12-01;CLI-3147;137368.34;37;OK
2024-01-01;CLI-3148;11551.22;30;OK
2024-02-01;CLI-3148;10943.27;61;OK
2024-03-01;CLI-3148;10335.31;39;OK
2024-04-01;CLI-3148;9727.35;38;OK
2024-05-01;CLI-3148;9119.39;9;OK
2024-06-01;CLI-3148;8511.43;3;OK
2024-07-01;CLI-3148;7903.47;7;OK
2024-08-01;CLI-3148;7295.51;54;OK
2024-09-01;CLI-3148;6687.55;82;OK
2024-10-01;CLI-3148;6079.59;3;OK
2024-11-01;CLI-3148;5471.63;7;OK
2024-12-01;CLI-3148;4863.67;35;OK
2024-01-01;CLI-3149;16348.3;43;OK
2024-02-01;CLI-3149;15881.21;96;Defaut
2024-03-01;CLI-3149;15414.11;32;OK
2024-04-01;CLI-3149;14947.02;13;OK
2024-05-01;CLI-3149;14479.92;55;OK
2024-06-01;CLI-3149;14012.83;9;OK
2024-07-01;CLI-3149;13545.74;71;OK
2024-08-01;CLI-3149;13078.64;39;OK
2024-09-01;CLI-3149;12611.55;96;Defaut
2024-10-01;CLI-3149;12144.45;89;Retard
2024-11-01;CLI-3149;11677.36;85;OK
2024-12-01;CLI-3149;11210.26;6;OK
2024-01-01;CLI-3150;229986.31;95;Retard
2024-02-01;CLI-3150;229094.89;93;Retard
2024-03-01;CLI-3150;228203.47;63;OK
2024-04-01;CLI-3150;227312.05;4;OK
2024-05-01;CLI-3150;226420.63;86;Retard
2024-06-01;CLI-3150;225529.21;54;OK
2024-07-01;CLI-3150;224637.79;69;OK
2024-08-01;CLI-3150;223746.37;55;OK
2024-09-01;CLI-3150;222854.95;30;OK
2024-10-01;CLI-3150;221963.53;4;OK
2024-11-01;CLI-3150;221072.11;41;OK
2024-12-01;CLI-3150;220180.69;14;OK
2024-01-01;CLI-3151;282640.68;14;OK
2024-02-01;CLI-3151;281043.84;26;OK
2024-03-01;CLI-3151;279447.0;11;OK
2024-04-01;CLI-3151;277850.16;37;OK
2024-05-01;CLI-3151;276253.32;90;Retard
2024-06-01;CLI-3151;274656.48;53;OK
2024-07-01;CLI-3151;273059.64;50;OK
2024-08-01;CLI-3151;271462.8;54;OK
2024-09-01;CLI-3151;269865.96;94;Retard
2024-10-01;CLI-3151;268269.12;58;OK
2024-11-01;CLI-3151;266672.28;76;OK
2024-12-01;CLI-3151;265075.44;18;OK
2024-01-01;CLI-3152;197246.27;64;OK
2024-02-01;CLI-3152;196437.89;12;OK
2024-03-01;CLI-3152;195629.5;23;OK
2024-04-01;CLI-3152;194821.11;16;OK
2024-05-01;CLI-3152;194012.73;17;OK
2024-06-01;CLI-3152;193204.34;85;OK
2024-07-01;CLI-3152;192395.95;29;OK
2024-08-01;CLI-3152;191587.57;5;OK
2024-09-01;CLI-3152;190779.18;18;OK
2024-10-01;CLI-3152;189970.8;28;OK
2024-11-01;CLI-3152;189162.41;64;OK
2024-12-01;CLI-3152;188354.02;38;OK
2024-01-01;CLI-3153;1581.51;63;OK
2024-02-01;CLI-3153;790.76;80;OK
2024-03-01;CLI-3153;0.0;68;OK
2024-04-01;CLI-3153;0.0;37;OK
2024-05-01;CLI-3153;0.0;38;OK
2024-06-01;CLI-3153;0.0;53;OK
2024-07-01;CLI-3153;0.0;82;OK
2024-08-01;CLI-3153;0.0;65;OK
2024-09-01;CLI-3153;0.0;90;Retard
2024-10-01;CLI-3153;0.0;52;OK
2024-11-01;CLI-3153;0.0;96;Defaut
2024-12-01;CLI-3153;0.0;12;OK
2024-01-01;CLI-3154;181543.58;61;OK
2024-02-01;CLI-3154;180670.77;39;OK
2024-03-01;CLI-3154;179797.97;55;OK
2024-04-01;CLI-3154;178925.16;24;OK
2024-05-01;CLI-3154;178052.36;59;OK
2024-06-01;CLI-3154;177179.55;7;OK
2024-07-01;CLI-3154;176306.74;83;OK
2024-08-01;CLI-3154;175433.94;20;OK
2024-09-01;CLI-3154;174561.13;6;OK
2024-10-01;CLI-3154;173688.33;58;OK
2024-11-01;CLI-3154;172815.52;84;OK
2024-12-01;CLI-3154;171942.72;36;OK
2024-01-01;CLI-3155;2424.49;77;OK
2024-02-01;CLI-3155;2078.13;15;OK
2024-03-01;CLI-3155;1731.78;27;OK
2024-04-01;CLI-3155;1385.42;23;OK
2024-05-01;CLI-3155;1039.07;66;OK
2024-06-01;CLI-3155;692.71;99;Defaut
2024-07-01;CLI-3155;346.36;22;OK
2024-08-01;CLI-3155;0.0;12;OK
2024-09-01;CLI-3155;0.0;2;OK
2024-10-01;CLI-3155;0.0;47;OK
2024-11-01;CLI-3155;0.0;40;OK
2024-12-01;CLI-3155;0.0;17;OK
2024-01-01;CLI-3156;0.0;57;OK
2024-02-01;CLI-3156;0.0;16;OK
2024-03-01;CLI-3156;0.0;88;Retard
2024-04-01;CLI-3156;0.0;79;OK
2024-05-01;CLI-3156;0.0;51;OK
2024-06-01;CLI-3156;0.0;38;OK
2024-07-01;CLI-3156;0.0;45;OK
2024-08-01;CLI-3156;0.0;93;Retard
2024-09-01;CLI-3156;0.0;26;OK
2024-10-01;CLI-3156;0.0;36;OK
2024-11-01;CLI-3156;0.0;30;OK
2024-12-01;CLI-3156;0.0;15;OK
2024-01-01;CLI-3157;201128.23;68;OK
2024-02-01;CLI-3157;200297.12;55;OK
2024-03-01;CLI-3157;199466.01;32;OK
2024-04-01;CLI-3157;198634.91;76;OK
2024-05-01;CLI-3157;197803.8;30;OK
2024-06-01;CLI-3157;196972.69;66;OK
2024-07-01;CLI-3157;196141.58;83;OK
2024-08-01;CLI-3157;195310.47;24;OK
2024-09-01;CLI-3157;194479.36;92;Retard
2024-10-01;CLI-3157;193648.26;11;OK
2024-11-01;CLI-3157;192817.15;43;OK
2024-12-01;CLI-3157;191986.04;99;Defaut
2024-01-01;CLI-3158;197940.66;22;OK
2024-02-01;CLI-3158;196930.76;65;OK
2024-03-01;CLI-3158;195920.86;1;OK
2024-04-01;CLI-3158;194910.96;53;OK
2024-05-01;CLI-3158;193901.06;59;OK
2024-06-01;CLI-3158;192891.16;37;OK
2024-07-01;CLI-3158;191881.26;79;OK
2024-08-01;CLI-3158;190871.35;19;OK
2024-09-01;CLI-3158;189861.45;11;OK
2024-10-01;CLI-3158;188851.55;47;OK
2024-11-01;CLI-3158;187841.65;42;OK
2024-12-01;CLI-3158;186831.75;61;OK
2024-01-01;CLI-3159;0.0;67;OK
2024-02-01;CLI-3159;0.0;89;Retard
2024-03-01;CLI-3159;0.0;46;OK
2024-04-01;CLI-3159;0.0;68;OK
2024-05-01;CLI-3159;0.0;94;Retard
2024-06-01;CLI-3159;0.0;57;OK
2024-07-01;CLI-3159;0.0;18;OK
2024-08-01;CLI-3159;0.0;23;OK
2024-09-01;CLI-3159;0.0;66;OK
2024-10-01;CLI-3159;0.0;9;OK
2024-11-01;CLI-3159;0.0;45;OK
2024-12-01;CLI-3159;0.0;58;OK
2024-01-01;CLI-3160;2481.06;61;OK
2024-02-01;CLI-3160;2232.96;29;OK
2024-03-01;CLI-3160;1984.85;60;OK
2024-04-01;CLI-3160;1736.74;83;OK
2024-05-01;CLI-3160;1488.64;46;OK
2024-06-01;CLI-3160;1240.53;81;OK
2024-07-01;CLI-3160;992.43;61;OK
2024-08-01;CLI-3160;744.32;35;OK
2024-09-01;CLI-3160;496.21;70;OK
2024-10-01;CLI-3160;248.11;16;OK
2024-11-01;CLI-3160;0.0;33;OK
2024-12-01;CLI-3160;0.0;28;OK
2024-01-01;CLI-3161;200365.58;40;OK
2024-02-01;CLI-3161;199081.18;7;OK
2024-03-01;CLI-3161;197796.79;63;OK
2024-04-01;CLI-3161;196512.39;92;Retard
2024-05-01;CLI-3161;195228.0;97;Defaut
2024-06-01;CLI-3161;193943.61;20;OK
2024-07-01;CLI-3161;192659.21;6;OK
2024-08-01;CLI-3161;191374.82;7;OK
2024-09-01;CLI-3161;190090.42;37;OK
2024-10-01;CLI-3161;188806.03;97;Defaut
2024-11-01;CLI-3161;187521.63;51;OK
2024-12-01;CLI-3161;186237.24;99;Defaut
2024-01-01;CLI-3162;0.0;59;OK
2024-02-01;CLI-3162;0.0;53;OK
2024-03-01;CLI-3162;0.0;15;OK
2024-04-01;CLI-3162;0.0;43;OK
2024-05-01;CLI-3162;0.0;30;OK
2024-06-01;CLI-3162;0.0;97;Defaut
2024-07-01;CLI-3162;0.0;94;Retard
2024-08-01;CLI-3162;0.0;25;OK
2024-09-01;CLI-3162;0.0;90;Retard
2024-10-01;CLI-3162;0.0;28;OK
2024-11-01;CLI-3162;0.0;56;OK
2024-12-01;CLI-3162;0.0;89;Retard
2024-01-01;CLI-3163;544.25;67;OK
2024-02-01;CLI-3163;0.0;98;Defaut
2024-03-01;CLI-3163;0.0;59;OK
2024-04-01;CLI-3163;0.0;36;OK
2024-05-01;CLI-3163;0.0;6;OK
2024-06-01;CLI-3163;0.0;19;OK
2024-07-01;CLI-3163;0.0;6;OK
2024-08-01;CLI-3163;0.0;14;OK
2024-09-01;CLI-3163;0.0;15;OK
2024-10-01;CLI-3163;0.0;33;OK
2024-11-01;CLI-3163;0.0;77;OK
2024-12-01;CLI-3163;0.0;15;OK
2024-01-01;CLI-3164;134319.19;48;OK
2024-02-01;CLI-3164;133277.96;39;OK
2024-03-01;CLI-3164;132236.72;41;OK
2024-04-01;CLI-3164;131195.49;68;OK
2024-05-01;CLI-3164;130154.26;93;Retard
2024-06-01;CLI-3164;129113.02;16;OK
2024-07-01;CLI-3164;128071.79;87;Retard
2024-08-01;CLI-3164;127030.55;21;OK
2024-09-01;CLI-3164;125989.32;62;OK
2024-10-01;CLI-3164;124948.09;85;OK
2024-11-01;CLI-3164;123906.85;5;OK
2024-12-01;CLI-3164;122865.62;30;OK
2024-01-01;CLI-3165;2320.95;78;OK
2024-02-01;CLI-3165;2030.83;71;OK
2024-03-01;CLI-3165;1740.71;45;OK
2024-04-01;CLI-3165;1450.6;81;OK
2024-05-01;CLI-3165;1160.48;39;OK
2024-06-01;CLI-3165;870.36;34;OK
2024-07-01;CLI-3165;580.24;52;OK
2024-08-01;CLI-3165;290.12;95;Retard
2024-09-01;CLI-3165;0.0;13;OK
2024-10-01;CLI-3165;0.0;82;OK
2024-11-01;CLI-3165;0.0;63;OK
2024-12-01;CLI-3165;0.0;6;OK
2024-01-01;CLI-3166;0.0;40;OK
2024-02-01;CLI-3166;0.0;61;OK
2024-03-01;CLI-3166;0.0;70;OK
2024-04-01;CLI-3166;0.0;29;OK
2024-05-01;CLI-3166;0.0;88;Retard
2024-06-01;CLI-3166;0.0;36;OK
2024-07-01;CLI-3166;0.0;99;Defaut
2024-08-01;CLI-3166;0.0;1;OK
2024-09-01;CLI-3166;0.0;21;OK
2024-10-01;CLI-3166;0.0;93;Retard
2024-11-01;CLI-3166;0.0;3;OK
2024-12-01;CLI-3166;0.0;66;OK
2024-01-01;CLI-3167;8195.67;70;OK
2024-02-01;CLI-3167;7683.44;83;OK
2024-03-01;CLI-3167;7171.21;83;OK
2024-04-01;CLI-3167;6658.98;74;OK
2024-05-01;CLI-3167;6146.75;60;OK
2024-06-01;CLI-3167;5634.52;50;OK
2024-07-01;CLI-3167;5122.29;90;Retard
2024-08-01;CLI-3167;4610.06;88;Retard
2024-09-01;CLI-3167;4097.83;81;OK
2024-10-01;CLI-3167;3585.6;93;Retard
2024-11-01;CLI-3167;3073.37;60;OK
2024-12-01;CLI-3167;2561.15;46;OK
2024-01-01;CLI-3168;284815.97;19;OK
2024-02-01;CLI-3168;283110.48;20;OK
2024-03-01;CLI-3168;281405.0;70;OK
2024-04-01;CLI-3168;279699.52;49;OK
2024-05-01;CLI-3168;277994.03;55;OK
2024-06-01;CLI-3168;276288.55;68;OK
2024-07-01;CLI-3168;274583.06;74;OK
2024-08-01;CLI-3168;272877.58;61;OK
2024-09-01;CLI-3168;271172.09;89;Retard
2024-10-01;CLI-3168;269466.61;33;OK
2024-11-01;CLI-3168;267761.12;8;OK
2024-12-01;CLI-3168;266055.64;45;OK
2024-01-01;CLI-3169;240908.88;41;OK
2024-02-01;CLI-3169;239745.07;88;Retard
2024-03-01;CLI-3169;238581.26;59;OK
2024-04-01;CLI-3169;237417.45;68;OK
2024-05-01;CLI-3169;236253.64;67;OK
2024-06-01;CLI-3169;235089.83;2;OK
2024-07-01;CLI-3169;233926.02;4;OK
2024-08-01;CLI-3169;232762.2;52;OK
2024-09-01;CLI-3169;231598.39;76;OK
2024-10-01;CLI-3169;230434.58;89;Retard
2024-11-01;CLI-3169;229270.77;2;OK
2024-12-01;CLI-3169;228106.96;97;Defaut
2024-01-01;CLI-3170;334933.36;1;OK
2024-02-01;CLI-3170;333654.99;75;OK
2024-03-01;CLI-3170;332376.62;47;OK
2024-04-01;CLI-3170;331098.25;12;OK
2024-05-01;CLI-3170;329819.88;12;OK
2024-06-01;CLI-3170;328541.51;51;OK
2024-07-01;CLI-3170;327263.14;25;OK
2024-08-01;CLI-3170;325984.76;80;OK
2024-09-01;CLI-3170;324706.39;50;OK
2024-10-01;CLI-3170;323428.02;18;OK
2024-11-01;CLI-3170;322149.65;65;OK
2024-12-01;CLI-3170;320871.28;98;Defaut
2024-01-01;CLI-3171;2833.17;49;OK
2024-02-01;CLI-3171;2575.61;48;OK
2024-03-01;CLI-3171;2318.05;22;OK
2024-04-01;CLI-3171;2060.49;6;OK
2024-05-01;CLI-3171;1802.93;30;OK
2024-06-01;CLI-3171;1545.37;10;OK
2024-07-01;CLI-3171;1287.8;89;Retard
2024-08-01;CLI-3171;1030.24;70;OK
2024-09-01;CLI-3171;772.68;55;OK
2024-10-01;CLI-3171;515.12;28;OK
2024-11-01;CLI-3171;257.56;51;OK
2024-12-01;CLI-3171;0.0;1;OK
2024-01-01;CLI-3172;157371.09;47;OK
2024-02-01;CLI-3172;156603.42;90;Retard
2024-03-01;CLI-3172;155835.76;82;OK
2024-04-01;CLI-3172;155068.09;56;OK
2024-05-01;CLI-3172;154300.43;63;OK
2024-06-01;CLI-3172;153532.77;67;OK
2024-07-01;CLI-3172;152765.1;73;OK
2024-08-01;CLI-3172;151997.44;93;Retard
2024-09-01;CLI-3172;151229.77;9;OK
2024-10-01;CLI-3172;150462.11;40;OK
2024-11-01;CLI-3172;149694.45;93;Retard
2024-12-01;CLI-3172;148926.78;70;OK
2024-01-01;CLI-3173;282124.13;11;OK
2024-02-01;CLI-3173;280639.26;49;OK
2024-03-01;CLI-3173;279154.4;37;OK
2024-04-01;CLI-3173;277669.54;64;OK
2024-05-01;CLI-3173;276184.67;88;Retard
2024-06-01;CLI-3173;274699.81;48;OK
2024-07-01;CLI-3173;273214.94;11;OK
2024-08-01;CLI-3173;271730.08;13;OK
2024-09-01;CLI-3173;270245.22;86;Retard
2024-10-01;CLI-3173;268760.35;72;OK
2024-11-01;CLI-3173;267275.49;71;OK
2024-12-01;CLI-3173;265790.63;84;OK
2024-01-01;CLI-3174;0.0;40;OK
2024-02-01;CLI-3174;0.0;11;OK
2024-03-01;CLI-3174;0.0;7;OK
2024-04-01;CLI-3174;0.0;47;OK
2024-05-01;CLI-3174;0.0;22;OK
2024-06-01;CLI-3174;0.0;1;OK
2024-07-01;CLI-3174;0.0;4;OK
2024-08-01;CLI-3174;0.0;71;OK
2024-09-01;CLI-3174;0.0;14;OK
2024-10-01;CLI-3174;0.0;78;OK
2024-11-01;CLI-3174;0.0;16;OK
2024-12-01;CLI-3174;0.0;48;OK
2024-01-01;CLI-3175;1601.56;32;OK
2024-02-01;CLI-3175;1468.1;28;OK
2024-03-01;CLI-3175;1334.63;13;OK
2024-04-01;CLI-3175;1201.17;15;OK
2024-05-01;CLI-3175;1067.71;86;Retard
2024-06-01;CLI-3175;934.24;10;OK
2024-07-01;CLI-3175;800.78;66;OK
2024-08-01;CLI-3175;667.32;32;OK
2024-09-01;CLI-3175;533.85;23;OK
2024-10-01;CLI-3175;400.39;9;OK
2024-11-01;CLI-3175;266.93;64;OK
2024-12-01;CLI-3175;133.46;14;OK
2024-01-01;CLI-3176;197437.27;45;OK
2024-02-01;CLI-3176;196706.02;11;OK
2024-03-01;CLI-3176;195974.77;6;OK
2024-04-01;CLI-3176;195243.52;53;OK
2024-05-01;CLI-3176;194512.27;92;Retard
2024-06-01;CLI-3176;193781.02;73;OK
2024-07-01;CLI-3176;193049.77;6;OK
2024-08-01;CLI-3176;192318.52;4;OK
2024-09-01;CLI-3176;191587.27;47;OK
2024-10-01;CLI-3176;190856.02;68;OK
2024-11-01;CLI-3176;190124.78;16;OK
2024-12-01;CLI-3176;189393.53;84;OK
2024-01-01;CLI-3177;362120.77;13;OK
2024-02-01;CLI-3177;360336.92;54;OK
2024-03-01;CLI-3177;358553.08;13;OK
2024-04-01;CLI-3177;356769.23;77;OK
2024-05-01;CLI-3177;354985.38;35;OK
2024-06-01;CLI-3177;353201.54;10;OK
2024-07-01;CLI-3177;351417.69;81;OK
2024-08-01;CLI-3177;349633.85;70;OK
2024-09-01;CLI-3177;347850.0;67;OK
2024-10-01;CLI-3177;346066.15;95;Retard
2024-11-01;CLI-3177;344282.31;39;OK
2024-12-01;CLI-3177;342498.46;80;OK
2024-01-01;CLI-3178;303029.6;39;OK
2024-02-01;CLI-3178;301723.43;41;OK
2024-03-01;CLI-3178;300417.27;73;OK
2024-04-01;CLI-3178;299111.11;62;OK
2024-05-01;CLI-3178;297804.95;70;OK
2024-06-01;CLI-3178;296498.79;31;OK
2024-07-01;CLI-3178;295192.62;86;Retard
2024-08-01;CLI-3178;293886.46;54;OK
2024-09-01;CLI-3178;292580.3;9;OK
2024-10-01;CLI-3178;291274.14;90;Retard
2024-11-01;CLI-3178;289967.98;19;OK
2024-12-01;CLI-3178;288661.81;67;OK
2024-01-01;CLI-3179;0.0;94;Retard
2024-02-01;CLI-3179;0.0;32;OK
2024-03-01;CLI-3179;0.0;6;OK
2024-04-01;CLI-3179;0.0;16;OK
2024-05-01;CLI-3179;0.0;21;OK
2024-06-01;CLI-3179;0.0;45;OK
2024-07-01;CLI-3179;0.0;97;Defaut
2024-08-01;CLI-3179;0.0;75;OK
2024-09-01;CLI-3179;0.0;10;OK
2024-10-01;CLI-3179;0.0;9;OK
2024-11-01;CLI-3179;0.0;61;OK
2024-12-01;CLI-3179;0.0;18;OK
2024-01-01;CLI-3180;138481.54;76;OK
2024-02-01;CLI-3180;137778.59;4;OK
2024-03-01;CLI-3180;137075.64;22;OK
2024-04-01;CLI-3180;136372.69;45;OK
2024-05-01;CLI-3180;135669.74;58;OK
2024-06-01;CLI-3180;134966.78;21;OK
2024-07-01;CLI-3180;134263.83;68;OK
2024-08-01;CLI-3180;133560.88;92;Retard
2024-09-01;CLI-3180;132857.93;66;OK
2024-10-01;CLI-3180;132154.98;49;OK
2024-11-01;CLI-3180;131452.02;15;OK
2024-12-01;CLI-3180;130749.07;12;OK
2024-01-01;CLI-3181;130229.25;72;OK
2024-02-01;CLI-3181;129435.17;85;OK
2024-03-01;CLI-3181;128641.09;51;OK
2024-04-01;CLI-3181;127847.01;48;OK
2024-05-01;CLI-3181;127052.93;53;OK
2024-06-01;CLI-3181;126258.85;34;OK
2024-07-01;CLI-3181;125464.77;2;OK
2024-08-01;CLI-3181;124670.69;1;OK
2024-09-01;CLI-3181;123876.61;62;OK
2024-10-01;CLI-3181;123082.53;84;OK
2024-11-01;CLI-3181;122288.44;89;Retard
2024-12-01;CLI-3181;121494.36;77;OK
2024-01-01;CLI-3182;366958.56;79;OK
2024-02-01;CLI-3182;364975.0;35;OK
2024-03-01;CLI-3182;362991.44;32;OK
2024-04-01;CLI-3182;361007.89;86;Retard
2024-05-01;CLI-3182;359024.33;36;OK
2024-06-01;CLI-3182;357040.77;1;OK
2024-07-01;CLI-3182;355057.21;22;OK
2024-08-01;CLI-3182;353073.65;75;OK
2024-09-01;CLI-3182;351090.09;26;OK
2024-10-01;CLI-3182;349106.53;92;Retard
2024-11-01;CLI-3182;347122.97;7;OK
2024-12-01;CLI-3182;345139.41;49;OK
2024-01-01;CLI-3183;325071.32;87;Retard
2024-02-01;CLI-3183;323192.3;47;OK
2024-03-01;CLI-3183;321313.27;89;Retard
2024-04-01;CLI-3183;319434.25;85;OK
2024-05-01;CLI-3183;317555.22;35;OK
2024-06-01;CLI-3183;315676.2;51;OK
2024-07-01;CLI-3183;313797.17;76;OK
2024-08-01;CLI-3183;311918.15;58;OK
2024-09-01;CLI-3183;310039.12;52;OK
2024-10-01;CLI-3183;308160.1;57;OK
2024-11-01;CLI-3183;306281.07;1;OK
2024-12-01;CLI-3183;304402.05;44;OK
2024-01-01;CLI-3184;0.0;57;OK
2024-02-01;CLI-3184;0.0;55;OK
2024-03-01;CLI-3184;0.0;20;OK
2024-04-01;CLI-3184;0.0;58;OK
2024-05-01;CLI-3184;0.0;66;OK
2024-06-01;CLI-3184;0.0;54;OK
2024-07-01;CLI-3184;0.0;20;OK
2024-08-01;CLI-3184;0.0;6;OK
2024-09-01;CLI-3184;0.0;12;OK
2024-10-01;CLI-3184;0.0;57;OK
2024-11-01;CLI-3184;0.0;21;OK
2024-12-01;CLI-3184;0.0;33;OK
2024-01-01;CLI-3185;222998.72;1;OK
2024-02-01;CLI-3185;221799.81;76;OK
2024-03-01;CLI-3185;220600.89;15;OK
2024-04-01;CLI-3185;219401.97;6;OK
2024-05-01;CLI-3185;218203.05;67;OK
2024-06-01;CLI-3185;217004.14;93;Retard
2024-07-01;CLI-3185;215805.22;74;OK
2024-08-01;CLI-3185;214606.3;11;OK
2024-09-01;CLI-3185;213407.38;59;OK
2024-10-01;CLI-3185;212208.46;2;OK
2024-11-01;CLI-3185;211009.55;94;Retard
2024-12-01;CLI-3185;209810.63;78;OK
2024-01-01;CLI-3186;391173.45;90;Retard
2024-02-01;CLI-3186;389686.1;96;Defaut
2024-03-01;CLI-3186;388198.75;44;OK
2024-04-01;CLI-3186;386711.4;75;OK
2024-05-01;CLI-3186;385224.05;12;OK
2024-06-01;CLI-3186;383736.7;48;OK
2024-07-01;CLI-3186;382249.34;3;OK
2024-08-01;CLI-3186;380761.99;74;OK
2024-09-01;CLI-3186;379274.64;18;OK
2024-10-01;CLI-3186;377787.29;72;OK
2024-11-01;CLI-3186;376299.94;10;OK
2024-12-01;CLI-3186;374812.59;74;OK
2024-01-01;CLI-3187;347340.96;71;OK
2024-02-01;CLI-3187;345769.29;45;OK
2024-03-01;CLI-3187;344197.61;18;OK
2024-04-01;CLI-3187;342625.93;82;OK
2024-05-01;CLI-3187;341054.25;8;OK
2024-06-01;CLI-3187;339482.57;5;OK
2024-07-01;CLI-3187;337910.89;67;OK
2024-08-01;CLI-3187;336339.21;46;OK
2024-09-01;CLI-3187;334767.54;50;OK
2024-10-01;CLI-3187;333195.86;97;Defaut
2024-11-01;CLI-3187;331624.18;10;OK
2024-12-01;CLI-3187;330052.5;48;OK
2024-01-01;CLI-3188;4971.32;36;OK
2024-02-01;CLI-3188;4616.23;45;OK
2024-03-01;CLI-3188;4261.13;40;OK
2024-04-01;CLI-3188;3906.04;8;OK
2024-05-01;CLI-3188;3550.94;90;Retard
2024-06-01;CLI-3188;3195.85;14;OK
2024-07-01;CLI-3188;2840.75;73;OK
2024-08-01;CLI-3188;2485.66;35;OK
2024-09-01;CLI-3188;2130.57;38;OK
2024-10-01;CLI-3188;1775.47;48;OK
2024-11-01;CLI-3188;1420.38;39;OK
2024-12-01;CLI-3188;1065.28;33;OK
2024-01-01;CLI-3189;21316.48;88;Retard
2024-02-01;CLI-3189;20955.19;78;OK
2024-03-01;CLI-3189;20593.89;54;OK
2024-04-01;CLI-3189;20232.59;67;OK
2024-05-01;CLI-3189;19871.3;81;OK
2024-06-01;CLI-3189;19510.0;72;OK
2024-07-01;CLI-3189;19148.7;41;OK
2024-08-01;CLI-3189;18787.41;69;OK
2024-09-01;CLI-3189;18426.11;41;OK
